,question_id,semantic_str,image_id,answer,op_select,op_query,op_filter,op_relate,op_verify,op_choose,op_exist,op_or,op_different,op_and,op_same,op_common,skipped,model_response,correct,timeout,runtime_sec,answer_similarity,answer_sanitized,is_antonym
590,202257501,select: sand (6)->filter: wet [0]->choose state: rough|smooth [1],n92308,rough,1,0,1,0,0,1,0,0,0,0,0,0,False,rough,True,False,0.3469524383544922,0.9999999403953552,rough,False
592,20551476,"select: buildings (18)->relate: vehicle,behind,o (0) [0]->query: name [1]",n153118,train,1,1,0,1,0,0,0,0,0,0,0,0,False,train,True,False,0.7993471622467041,1.000000238418579,train,False
594,201247296,"select: flower pot (2)->relate: _,inside,s (4) [0]->query: name [1]",n83784,plant,1,1,0,1,0,0,0,0,0,0,0,0,False,pot,False,False,2.6662535667419434,0.4426288604736328,plant,False
595,20827527,select: chairs (7)->filter height: tall [0]->query: shape [1],n283587,square,1,1,1,0,0,0,0,0,0,0,0,0,False,rectangular,False,False,0.34602904319763184,0.7010456919670105,square,False
596,201247292,"select: side table (3)->relate: _,on top of,s (4) [0]->query: name [1]",n83784,plant,1,1,0,1,0,0,0,0,0,0,0,0,False,end_table,False,False,2.692199468612671,0.1169060692191124,plant,False
597,201247293,"select: side table (3)->relate: _,on top of,s (4) [0]->query: name [1]",n83784,plant,1,1,0,1,0,0,0,0,0,0,0,0,False,end_table,False,False,2.7039778232574463,0.1169060692191124,plant,False
599,20361266,select: person (2)->filter sportActivity: riding [0]->query: name [1],n352479,snowboarder,1,1,1,0,0,0,0,0,0,0,0,0,False,girl,False,False,0.37727832794189453,0.2812540829181671,snowboarder,False
600,20349947,select: hair (7)->filter color: black [0]->choose length: long|short [1],n468864,long,1,0,1,0,0,1,0,0,0,0,0,0,False,long,True,False,0.36756277084350586,1.0000001192092896,long,False
602,201879148,"select: racket (5)->select: wristband (3) ->choose bigger:  [0, 1]",n496803,racket,2,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.6435234546661377,0.0,racket,False
603,201064875,"select: hamburger (10)->relate: girl,to the left of,s (3) [0]->relate: furniture,sitting in,o (0) [1]->query: name [2]",n88933,sofa,1,1,0,2,0,0,0,0,0,0,0,0,False,bed,False,False,1.4357492923736572,0.5423150062561035,sofa,False
604,201498043,"select: keyboard (7)->relate: _,underneath,s (15) [0]->query: name [1]",n315887,desk,1,1,0,1,0,0,0,0,0,0,0,0,False,bottle,False,False,1.6526248455047607,0.3071848750114441,desk,False
605,201064873,"select: plate (13)->relate: girl,to the left of,s (3) [0]->relate: _,sitting in,o (0) [1]->query: name [2]",n88933,sofa,1,1,0,2,0,0,0,0,0,0,0,0,False,sandal,False,False,6.001222610473633,0.3530825972557068,sofa,False
606,20856756,select: furniture (17)->query: name [0],n293477,bed,1,1,0,0,0,0,0,0,0,0,0,0,False,bed,True,False,0.3421916961669922,1.0000001192092896,bed,False
607,20856758,select: furniture (17)->query: name [0],n293477,bed,1,1,0,0,0,0,0,0,0,0,0,0,False,bed,True,False,0.33754754066467285,1.0000001192092896,bed,False
608,20241036,"select: man (0)->relate: _,eating,o (2) [0]->query: name [1]",n166008,sandwich,1,1,0,1,0,0,0,0,0,0,0,0,False,dining_table,False,False,2.702536106109619,0.35149094462394714,sandwich,False
609,201760719,"select: shirt (7)->relate: person,wearing,s (25) [0]->query: name [1]",n350732,man,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.6755526065826416,0.26461827754974365,man,False
610,201760718,"select: shirt (7)->relate: person,wearing,s (25) [0]->query: name [1]",n350732,man,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.6749849319458008,0.26461827754974365,man,False
611,202041969,select: doors (2)->choose: closed|open [0],n449058,closed,1,0,0,0,0,1,0,0,0,0,0,0,False,open,False,False,0.3434145450592041,0.6285825967788696,closed,True
613,20645492,select: faucet (10)->filter size: small [0]->query: hposition [1],n98544,left,1,1,1,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3480355739593506,0.9999998807907104,left,False
615,201498046,"select: device (7)->filter length: long [0]->relate: furniture,underneath,s (15) [1]->query: name [2]",n315887,desk,1,1,1,1,0,0,0,0,0,0,0,0,False,desk,True,False,0.7986609935760498,0.9999999403953552,desk,False
616,2076580,"select: stone (18)->relate: _,full of,s (12) [0]->query: name [1]",n214497,entrance,1,1,0,1,0,0,0,0,0,0,0,0,False,suv,False,False,3.8649299144744873,0.22546818852424622,entrance,False
617,201410997,"select: toilet (3)->relate: person,near,s (1) [0]->query: gender [1]",n415215,female,1,1,0,1,0,0,0,0,0,0,0,0,False,female,True,False,0.7677457332611084,1.0000001192092896,female,False
618,2076582,"select: entrance (12)->relate: _,full of,o (18) [0]->query: name [1]",n214497,stone,1,1,0,1,0,0,0,0,0,0,0,0,False,traffic_sign,False,False,3.7165780067443848,0.1299619972705841,stone,False
621,20790005,select: person (9)->filter sportActivity: riding [0]->query: name [1],n475030,people,1,1,1,0,0,0,0,0,0,0,0,0,False,lady,False,False,0.3663303852081299,0.45396795868873596,person,False
623,201143169,select: furniture (0)->filter material: wood [0]->query: name [1],n276011,chairs,1,1,1,0,0,0,0,0,0,0,0,0,False,chair,True,False,0.3612241744995117,1.000000238418579,chair,False
626,201037194,"select: skirt (6)->relate: person,wearing,s (2) [0]->query: name [1]",n393305,girl,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,True,False,0.8486232757568359,1.0000001192092896,girl,False
627,201037195,"select: skirt (6)->relate: person,wearing,s (2) [0]->query: name [1]",n393305,girl,1,1,0,1,0,0,0,0,0,0,0,0,False,girl,True,False,0.8520166873931885,1.0000001192092896,girl,False
631,20308247,"select: refrigerator (17)->filter material: stainless steel [0]->relate: furniture,to the right of,s (12) [1]->query: name [2]",n278312,cabinets,1,1,1,1,0,0,0,0,0,0,0,0,False,cabinet,True,False,0.907508373260498,0.9999998807907104,cabinet,False
636,201400101,select: mirror (2)->filter shape: round [0]->query: color [1],n344136,brown,1,1,1,0,0,0,0,0,0,0,0,0,False,dark,False,False,0.3740556240081787,0.49109625816345215,brown,False
637,201832568,select: bed (4)->query: material [0],n432591,wood,1,1,0,0,0,0,0,0,0,0,0,0,False,paper,False,False,0.3443148136138916,0.48811888694763184,wood,False
638,201319754,"select: table (2)->relate: coffee cup,on,s (4) [0]->query: color [1]",n508733,white,1,1,0,1,0,0,0,0,0,0,0,0,False,purple,False,False,0.9275832176208496,0.5946464538574219,white,False
640,201360694,"select: table (16)->filter material: wood [0]->relate: person,in front of,s (1) [1]->query: name [2]",n541688,boy,1,1,1,1,0,0,0,0,0,0,0,0,False,boy,True,False,0.7583956718444824,1.0,boy,False
641,201360695,"select: table (16)->relate: person,in front of,s (1) [0]->query: name [1]",n541688,boy,1,1,0,1,0,0,0,0,0,0,0,0,False,boy,True,False,0.7341938018798828,1.0,boy,False
642,201883195,"select: table (18)->relate: lamp,above,s (17) [0]->relate: furniture,to the right of,s (8) [1]->query: name [2]",n125122,bed,1,1,0,2,0,0,0,0,0,0,0,0,False,nightstand,False,False,1.3779358863830566,0.5387046337127686,bed,False
643,20836778,"select: purse (11)->relate: _,hanging from,o (10) [0]->query: name [1]",n507959,table,1,1,0,1,0,0,0,0,0,0,0,0,False,skirt,False,False,3.329256296157837,0.28374966979026794,table,False
644,201886951,select: container (24)->filter size: not(large) [0]->choose color: brown|white [1],n429961,brown,1,0,1,0,0,1,0,0,0,0,0,0,False,brown,True,False,0.37697505950927734,1.0000001192092896,brown,False
645,20836773,"select: guitar (33)->relate: table,to the left of,s (10) [0]->relate: _,hanging from,s (11) [1]->query: name [2]",n507959,purse,1,1,0,2,0,0,0,0,0,0,0,0,False,skirt,False,False,5.87618088722229,0.38889509439468384,purse,False
646,2046358,select: person (3)->filter: not(old) [0]->query: height [1],n71728,short,1,1,1,0,0,0,0,0,0,0,0,0,False,short,True,False,0.3582799434661865,0.9999999403953552,short,False
648,202040317,select: train (2)->filter color: orange [0]->filter color: gray [1]->choose: new|old [2],n542609,new,1,0,2,0,0,1,0,0,0,0,0,0,False,new,True,False,0.35989832878112793,1.0000001192092896,new,False
649,20600114,select: grass (14)->choose height: short|tall [0],n196058,short,1,0,0,0,0,1,0,0,0,0,0,0,False,tall,False,False,0.33385300636291504,0.5797072649002075,short,True
655,20308230,select: furniture (12)->filter color: white [0]->query: name [1],n278312,cabinets,1,1,1,0,0,0,0,0,0,0,0,0,False,cabinet,True,False,0.3738083839416504,0.9999998807907104,cabinet,False
657,201882662,select: paintings (16)->choose hposition: left|right [0],n125122,left,1,0,0,0,0,1,0,0,0,0,0,0,False,left,True,False,0.33147478103637695,0.9999998807907104,left,False
658,20308237,select: cabinets (12)->query: material [0],n278312,glass,1,1,0,0,0,0,0,0,0,0,0,0,False,aluminum,False,False,0.3552682399749756,0.509911060333252,glass,False
659,20542972,"select: elephant (1)->relate: _,in front of,o (2) [0]->query: name [1]",n100552,fence,1,1,0,1,0,0,0,0,0,0,0,0,False,machine,False,False,2.788050413131714,0.2223735898733139,fence,False
660,20205041,"select: person (7)->filter: smiling [0]->relate: furniture,sitting on,o (10) [1]->query: name [2]",n532191,chair,1,1,1,1,0,0,0,0,0,0,0,0,False,coffee_table,False,False,0.7485036849975586,0.47079506516456604,chair,False
661,202060013,"select: hat (12)->relate: animal,wearing,s (10) [0]->query: name [1]",n14087,dog,1,1,0,1,0,0,0,0,0,0,0,0,False,dog,True,False,0.8562195301055908,1.000000238418579,dog,False
663,20929331,select: mirror (10)->query: hposition [0],n9181,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.3304579257965088,1.0,right,False
664,20151689,select: sweatshirt (3)->filter color: black [0]->choose: on|off [1],n313060,on,1,0,1,0,0,1,0,0,0,0,0,0,False,off,False,False,0.372175931930542,0.5961568355560303,on,True
665,201765995,"select: trees (9)->relate: _,growing on,o (8) [0]->query: name [1]",n488874,dirt,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,2.821653127670288,0.13335737586021423,dirt,False
666,201873216,select: pedestrian (19)->choose age: young|old [0],n309148,young,1,0,0,0,0,1,0,0,0,0,0,0,False,old,False,False,0.3454720973968506,0.6671310663223267,young,True
667,201765990,select: trees (9)->choose: sparse|dense [0],n488874,sparse,1,0,0,0,0,1,0,0,0,0,0,0,False,dense,False,False,0.3446996212005615,0.5486224293708801,sparse,False
668,201765991,"select: beach (6)->relate: dirt,in front of,o (8) [0]->relate: _,growing on,s (9) [1]->query: name [2]",n488874,trees,1,1,0,2,0,0,0,0,0,0,0,0,False,barn,False,False,4.493203639984131,0.34521499276161194,tree,False
669,201951566,select: person (15)->filter pose: standing [0]->query: name [1],n256120,girl,1,1,1,0,0,0,0,0,0,0,0,0,False,girl,True,False,0.3725392818450928,1.0000001192092896,girl,False
679,201510305,"select: fork (1)->relate: _,on,o (4) [0]->query: name [1]",n541854,tray,1,1,0,1,0,0,0,0,0,0,0,0,False,apple,False,False,1.9800610542297363,0.20222505927085876,tray,False
680,20631436,"select: shirt (12)->relate: person,wearing,s (10) [0]->query: name [1]",n570181,umpire,1,1,0,1,0,0,0,0,0,0,0,0,False,catcher,False,False,0.881584644317627,0.6183837056159973,umpire,False
682,20341110,select: sculpture (2)->query: hposition [0],n346247,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.32762980461120605,1.0,right,False
685,201826530,"select: elephant (6)->relate: person,on top of,s (1) [0]->query: name [1]",n59627,man,1,1,0,1,0,0,0,0,0,0,0,0,False,man,True,False,0.7922542095184326,1.0000001192092896,man,False
686,20151976,select: table (9)->filter material: wood [0]->choose shape: square|round [1],n313060,square,1,0,1,0,0,1,0,0,0,0,0,0,False,square,True,False,0.3603537082672119,1.0000001192092896,square,False
693,202262134,"select: fork (13)->relate: _,in front of,o (4) [0]->query: name [1]",n28572,mug,1,1,0,1,0,0,0,0,0,0,0,0,False,wine_glass,False,False,3.399338483810425,0.3374355435371399,mug,False
696,201185172,"select: wall (6)->relate: person,near,s (0) [0]->relate: _,walking on,o (5) [1]->query: name [2]",n95904,ground,1,1,0,2,0,0,0,0,0,0,0,0,False,blouse,False,False,6.716292381286621,0.09471111744642258,ground,False
697,201185173,"select: person (0)->relate: _,walking on,o (5) [0]->query: name [1]",n95904,ground,1,1,0,1,0,0,0,0,0,0,0,0,False,blouse,False,False,2.917036533355713,0.09471111744642258,ground,False
700,20891541,"select: shirt (7)->relate: person,wearing,s (6) [0]->choose rel: child,to the left of|to the right of,s (5) [1]",n347706,left,1,0,0,1,0,1,0,0,0,0,0,0,False,to_the_right_of,False,False,1.4617621898651123,0.59344881772995,left,False
701,20652527,select: soccer ball (3)->query: hposition [0],n400036,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3300809860229492,0.9999998807907104,left,False
703,20724222,"select: jacket (2)->relate: person,wearing,s (0) [0]->query: name [1]",n369970,snowboarder,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.6986382007598877,0.32853201031684875,snowboarder,False
704,20810927,"select: tree (10)->filter size: large [0]->relate: _,hanging from,s (30) [1]->query: name [2]",n167552,ornament,1,1,1,1,0,0,0,0,0,0,0,0,False,dog,False,False,2.6545746326446533,0.2340651899576187,ornament,False
707,20954194,"select: woman (4)->relate: person,in front of,o (15) [0]->query: name [1]",n498712,man,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.718238353729248,0.26461827754974365,man,False
709,202228116,select: device (10)->filter: not(on) [0]->query: name [1],n77818,dvd player,1,1,1,0,0,0,0,0,0,0,0,0,False,television,False,False,0.3490910530090332,0.31931737065315247,dvd_player,False
710,20982562,"select: glasses (7)->relate: person,wearing,s (6) [0]->query: name [1]",n52544,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,woman,True,False,0.7803235054016113,1.0,woman,False
711,20954191,"select: man (15)->relate: person,in front of,s (4) [0]->query: name [1]",n498712,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,UNSAT,False,False,0.714055061340332,0.0,woman,False
712,202012734,"select: television (1)->relate: _,on top of,s (31) [0]->query: name [1]",n326988,remote control,1,1,0,1,0,0,0,0,0,0,0,0,False,picture_frame,False,False,3.9486372470855713,0.3743758201599121,remote_control,False
713,20911295,select: cone (5)->query: hposition [0],n217003,right,1,1,0,0,0,0,0,0,0,0,0,0,False,right,True,False,0.33368492126464844,1.0,right,False
714,201401768,select: mountains (0)->filter: rocky [0]->query: color [1],n155555,dark,1,1,1,0,0,0,0,0,0,0,0,0,False,white,False,False,0.3689877986907959,0.4940897226333618,dark,False
716,202012733,"select: man (0)->relate: device,looking at,o (1) [0]->relate: _,on top of,s (31) [1]->query: name [2]",n326988,remote control,1,1,0,2,0,0,0,0,0,0,0,0,False,picture_frame,False,False,7.2701096534729,0.3743758201599121,remote_control,False
720,20306355,"select: sweater (11)->relate: person,wearing,s (1) [0]->query: name [1]",n554880,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8432672023773193,0.35008004307746887,woman,True
721,20306354,"select: sweater (11)->relate: person,wearing,s (1) [0]->query: name [1]",n554880,woman,1,1,0,1,0,0,0,0,0,0,0,0,False,man,False,False,0.8437855243682861,0.35008004307746887,woman,True
722,20306357,"select: man (0)->relate: person,to the left of,s (1) [0]->relate: _,wearing,o (11) [1]->query: name [2]",n554880,sweater,1,1,0,2,0,0,0,0,0,0,0,0,False,helmet,False,False,4.207737684249878,0.49824726581573486,sweater,False
723,201859542,select: cup (5)->choose hposition: right|left [0],n546884,right,1,0,0,0,0,1,0,0,0,0,0,0,False,right,True,False,0.3289515972137451,1.0,right,False
724,201110489,select: marshmallow (0)->filter color: white [0]->choose vposition: bottom|top [1],n546616,bottom,1,0,1,0,0,1,0,0,0,0,0,0,False,bottom,True,False,0.3658785820007324,1.0,bottom,False
725,20149668,select: pipe (16)->query: material [0],n65866,plastic,1,1,0,0,0,0,0,0,0,0,0,0,False,stainless_steel,False,False,0.3340895175933838,0.38590770959854126,plastic,False
726,201832652,"select: books (9)->relate: furniture,sitting atop,o (2) [0]->query: name [1]",n432591,nightstand,1,1,0,1,0,0,0,0,0,0,0,0,False,nightstand,True,False,0.7770311832427979,1.0,nightstand,False
727,20306358,"select: woman (1)->relate: _,wearing,o (11) [0]->query: name [1]",n554880,sweater,1,1,0,1,0,0,0,0,0,0,0,0,False,helmet,False,False,2.418135643005371,0.49824726581573486,sweater,False
728,20120167,select: athlete (0)->choose hposition: right|left [0],n117888,right,1,0,0,0,0,1,0,0,0,0,0,0,False,UNSAT,False,False,0.32765841484069824,0.0,right,False
734,20183235,select: person (6)->filter vposition: bottom [0]->query: age [1],n151768,old,1,1,1,0,0,0,0,0,0,0,0,0,False,young,False,False,0.35781335830688477,0.6671310663223267,old,True
736,202053153,select: shirt (1)->choose: long sleeved|short sleeved [0],n334278,long sleeved,1,0,0,0,0,1,0,0,0,0,0,0,False,long_sleeved,True,False,0.34144139289855957,1.0000001192092896,long_sleeved,False
738,202241158,"select: woman (11)->relate: chair,to the right of,o (9) [0]->query: color [1]",n460385,black,1,1,0,1,0,0,0,0,0,0,0,0,False,dark_blue,False,False,0.8159587383270264,0.45241981744766235,black,False
739,201548912,select: picture (1)->query: color [0],n314171,gray,1,1,0,0,0,0,0,0,0,0,0,0,False,white,False,False,0.3531310558319092,0.6246989965438843,gray,False
741,20489464,select: he (0)->query: activity [0],n145498,sleeping,1,1,0,0,0,0,0,0,0,0,0,0,False,sleeping,True,False,0.34590625762939453,0.9999999403953552,sleeping,False
742,201758426,"select: stroller (10)->relate: toy,hanging from,s (14) [0]->query: name [1]",n4777,stuffed dog,1,1,0,1,0,0,0,0,0,0,0,0,False,stuffed_animal,False,False,0.7671582698822021,0.9416471123695374,stuffed_dog,False
743,202012841,"select: television (1)->relate: person,playing at,s (0) [0]->query: name [1]",n326988,man,1,1,0,1,0,0,0,0,0,0,0,0,False,photographer,False,False,0.9117794036865234,0.19309252500534058,man,False
744,201758429,"select: stuffed dog (14)->relate: _,hanging from,o (10) [0]->query: name [1]",n4777,stroller,1,1,0,1,0,0,0,0,0,0,0,0,False,watch,False,False,2.502509117126465,0.15745636820793152,stroller,False
745,20403586,"select: sink (4)->relate: towel,near,s (13) [0]->filter: folded [1]->relate: furniture,below,s (8) [2]->query: name [3]",n249639,table,1,1,1,2,0,0,0,0,0,0,0,0,False,end_table,False,False,1.439295768737793,0.5579996109008789,table,False
746,202012848,"select: man (0)->relate: device,playing at,o (1) [0]->query: name [1]",n326988,television,1,1,0,1,0,0,0,0,0,0,0,0,False,television,True,False,0.9263396263122559,0.9999998807907104,television,False
747,201498211,"select: computer (16)->relate: device,behind,o (6) [0]->query: name [1]",n315887,phone,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.7776305675506592,0.39797163009643555,phone,False
749,201110662,select: cake (3)->filter color: white [0]->choose height: short|tall [1],n546616,short,1,0,1,0,0,1,0,0,0,0,0,0,False,short,True,False,0.36505770683288574,0.9999999403953552,short,False
750,20668033,"select: shorts (14)->relate: man,wearing,s (4) [0]->choose rel: pillow,to the left of|to the right of,s (9) [1]",n181355,left,1,0,0,1,0,1,0,0,0,0,0,0,False,to_the_right_of,False,False,1.1093580722808838,0.59344881772995,left,False
755,202174058,select: appliance (3)->filter: closed [0]->query: name [1],n398429,oven,1,1,1,0,0,0,0,0,0,0,0,0,False,gas_stove,False,False,0.3493015766143799,0.51909339427948,oven,False
756,201804455,"select: keyboard (1)->relate: device,to the right of,s (2) [0]->query: name [1]",n51002,computer monitor,1,1,0,1,0,0,0,0,0,0,0,0,False,keyboard,False,False,0.768057107925415,0.4386692941188812,computer_monitor,False
758,20982385,select: clothing (2)->filter thickness: thick [0]->query: name [1],n52544,shirt,1,1,1,0,0,0,0,0,0,0,0,0,False,sweater,False,False,0.35204291343688965,0.6103518009185791,shirt,False
759,20320230,"select: sign (5)->relate: sidewalk,in front of,o (11) [0]->query: cleanliness [1]",n206358,dirty,1,1,0,1,0,0,0,0,0,0,0,0,False,dirty,True,False,0.8734800815582275,1.000000238418579,dirty,False
760,202240953,select: shirt (1)->query: color [0],n460385,black,1,1,0,0,0,0,0,0,0,0,0,0,False,purple,False,False,0.34545135498046875,0.6849765777587891,black,False
762,201156303,"select: jacket (15)->relate: person,wearing,s (1) [0]->query: name [1]",n146522,boy,1,1,0,1,0,0,0,0,0,0,0,0,False,boy,True,False,0.7880551815032959,1.0,boy,False
763,20631894,select: catcher (6)->choose activity: waiting|playing [0],n570181,waiting,1,0,0,0,0,1,0,0,0,0,0,0,False,playing,False,False,0.357180118560791,0.32480788230895996,waiting,False
764,20978280,"select: man (7)->choose rel: boy,to the left of|to the right of,s (12) [0]",n551964,left,1,0,0,0,0,1,0,0,0,0,0,0,False,to_the_left_of,True,False,0.8153550624847412,1.0,to_the_left_of,False
765,201156304,"select: jacket (15)->relate: person,wearing,s (1) [0]->query: name [1]",n146522,boy,1,1,0,1,0,0,0,0,0,0,0,0,False,boy,True,False,0.7832300662994385,1.0,boy,False
767,202021477,"select: sign post (2)->relate: _,on,s (7) [0]->query: name [1]",n255161,artwork,1,1,0,1,0,0,0,0,0,0,0,0,False,stop_sign,False,False,2.8967134952545166,0.16751468181610107,artwork,False
768,201491071,select: this (4)->choose name: goats|sheep [0],n86120,goats,1,0,0,0,0,1,0,0,0,0,0,0,False,sheep,False,False,0.3318154811859131,0.42808854579925537,goat,False
769,201491070,select: animal (4)->filter color: white [0]->query: name [1],n86120,goats,1,1,1,0,0,0,0,0,0,0,0,0,False,cow,False,False,0.38147950172424316,0.5182353258132935,goat,False
770,201445018,"select: lawn (11)->relate: street sign,standing in,s (4) [0]->query: hardness [1]",n289376,hard,1,1,0,1,0,0,0,0,0,0,0,0,False,soft,False,False,0.8168268203735352,0.5229077339172363,hard,True
771,201623420,"select: oven (2)->relate: microwave,above,s (1) [0]->choose color: silver|black [1]",n501609,silver,1,0,0,1,0,1,0,0,0,0,0,0,False,silver,True,False,0.9226589202880859,1.000000238418579,silver,False
772,20442165,"select: countertop (4)->relate: furniture,above,s (3) [0]->query: name [1]",n207708,cabinet,1,1,0,1,0,0,0,0,0,0,0,0,False,chair,False,False,0.8720870018005371,0.33265137672424316,cabinet,False
773,20442164,"select: countertop (4)->relate: furniture,above,s (3) [0]->query: name [1]",n207708,cabinet,1,1,0,1,0,0,0,0,0,0,0,0,False,chair,False,False,0.8626611232757568,0.33265137672424316,cabinet,False
778,201624139,select: cooking utensil (6)->filter: not(warm) [0]->query: name [1],n59676,spatula,1,1,1,0,0,0,0,0,0,0,0,0,False,pizza_pan,False,False,0.34743261337280273,0.33580711483955383,spatula,False
779,202125899,"select: chairs (22)->relate: person,sitting on,s (11) [0]->query: name [1]",n573460,audience,1,1,0,1,0,0,0,0,0,0,0,0,False,person,False,False,0.952512264251709,0.2716032564640045,audience,False
780,20227104,"select: woman (8)->filter age: young [0]->relate: _,looking at,o (10) [1]->query: name [2]",n68769,menu,1,1,1,1,0,0,0,0,0,0,0,0,False,restaurant,False,False,3.482058525085449,0.5617260336875916,menu,False
782,202012599,select: shelves (18)->query: hposition [0],n326988,left,1,1,0,0,0,0,0,0,0,0,0,0,False,right,False,False,0.3332664966583252,0.3496968150138855,left,True
783,201621484,select: furniture (10)->filter: not(short) [0]->query: name [1],n275148,desk,1,1,1,0,0,0,0,0,0,0,0,0,False,couch,False,False,0.3531525135040283,0.5523760318756104,desk,False
784,201621489,select: tv stand (14)->query: hposition [0],n275148,left,1,1,0,0,0,0,0,0,0,0,0,0,False,left,True,False,0.3310716152191162,0.9999998807907104,left,False
785,201624134,select: cooking utensil (5)->filter: warm [0]->query: name [1],n59676,pan,1,1,1,0,0,0,0,0,0,0,0,0,False,spatula,False,False,0.34758782386779785,0.38467490673065186,pan,False
788,202218593,select: paper towels (13)->filter color: white [0]->choose vposition: bottom|top [1],n578564,bottom,1,0,1,0,0,1,0,0,0,0,0,0,False,bottom,True,False,0.3681943416595459,1.0,bottom,False
789,201975071,select: hat (6)->query: company [0],n274905,adidas,1,1,0,0,0,0,0,0,0,0,0,0,False,nike,False,False,0.33237552642822266,0.5802435278892517,adida,False
790,201434265,select: windows (7)->query: material [0],n545516,glass,1,1,0,0,0,0,0,0,0,0,0,0,False,stainless_steel,False,False,0.3418419361114502,0.3388790190219879,glass,False
791,201654426,"select: cart (5)->relate: jockey,sitting in,s (3) [0]->relate: animal,to the left of,s (2) [1]->query: name [2]",n6309,horses,1,1,0,2,0,0,0,0,0,0,0,0,False,horse,True,False,1.3255126476287842,0.9999998807907104,horse,False
794,20543092,"select: fence (2)->relate: animal,behind,o (1) [0]->query: name [1]",n100552,elephant,1,1,0,1,0,0,0,0,0,0,0,0,False,elephant,True,False,0.8030350208282471,1.0000001192092896,elephant,False
797,201641288,"select: man (0)->filter height: tall [0]->relate: sign,hanging above,s (5) [1]->query: name [2]",n532213,street sign,1,1,1,1,0,0,0,0,0,0,0,0,False,traffic_sign,False,False,0.8044075965881348,0.8274567127227783,street_sign,False
798,20717109,select: furniture (8)->query: name [0],n67005,bed,1,1,0,0,0,0,0,0,0,0,0,0,False,bed,True,False,0.3359718322753906,1.0000001192092896,bed,False
800,201641287,"select: man (0)->relate: _,hanging above,s (5) [0]->query: name [1]",n532213,street sign,1,1,0,1,0,0,0,0,0,0,0,0,False,suv,False,False,3.3453855514526367,0.299468994140625,street_sign,False
801,201641286,"select: person (0)->filter height: tall [0]->relate: _,hanging above,s (5) [1]->query: name [2]",n532213,street sign,1,1,1,1,0,0,0,0,0,0,0,0,False,suv,False,False,3.8334813117980957,0.299468994140625,street_sign,False
802,201641282,"select: street sign (5)->filter color: black [0]->filter color: white [1]->relate: _,hanging from,o (7) [2]->query: name [3]",n532213,traffic light,1,1,2,1,0,0,0,0,0,0,0,0,False,traffic_light,True,False,4.464471340179443,1.0,traffic_light,False
803,201794876,"select: tree (13)->select: bag (5) ->common:  [0, 1]",n119944,material,2,0,0,0,0,0,0,0,0,0,0,1,False,pose,False,False,4.871542692184448,0.14178457856178284,material,False
805,20412053,"select: lid (12)->filter size: small [0]->relate: food,below,s (8) [1]->query: name [2]",n363445,dessert,1,1,1,1,0,0,0,0,0,0,0,0,False,rice,False,False,0.8414607048034668,0.4295133352279663,dessert,False
808,20673117,"select: table (30)->relate: _,resting on,s (35) [0]->query: name [1]",n59147,toilet paper,1,1,0,1,0,0,0,0,0,0,0,0,False,paper_towel,False,False,2.641704559326172,0.7990819215774536,toilet_paper,False
809,20923068,select: vehicle (9)->filter color: not(red) [0]->query: name [1],n480253,ambulance,1,1,1,0,0,0,0,0,0,0,0,0,False,fire_truck,False,False,0.3722677230834961,0.45312926173210144,ambulance,False
811,20705812,select: furniture (0)->query: name [0],n264887,desk,1,1,0,0,0,0,0,0,0,0,0,0,False,desk,True,False,0.33345913887023926,0.9999999403953552,desk,False
812,20550406,"select: grass (2)->relate: animal,standing on,s (0) [0]->query: name [1]",n579928,horse,1,1,0,1,0,0,0,0,0,0,0,0,False,horse,True,False,0.8469574451446533,0.9999998807907104,horse,False
813,20550407,"select: grass (2)->relate: animal,standing on,s (0) [0]->query: name [1]",n579928,horse,1,1,0,1,0,0,0,0,0,0,0,0,False,horse,True,False,0.8562664985656738,0.9999998807907104,horse,False
814,20673118,"select: chair (25)->relate: toilet paper,to the right of,s (35) [0]->relate: _,resting on,o (30) [1]->query: name [2]",n59147,table,1,1,0,2,0,0,0,0,0,0,0,0,False,paper_towel,False,False,4.101150989532471,0.2379218190908432,table,False
815,20705816,select: furniture (0)->filter size: large [0]->query: name [1],n264887,desk,1,1,1,0,0,0,0,0,0,0,0,0,False,desk,True,False,0.35294461250305176,0.9999999403953552,desk,False
